缺陷No.,单元ID,单元名称,类别No.,类别名称,图像文件名,重心Y,重心X,面积,体积,最大浓淡等级,平均浓淡等级,明暗,主轴长,副轴长,主轴角,针状度,周长,圆形度,等价椭圆主轴长,等价椭圆副轴长,等价椭圆主轴·副轴比,feret直径X,feret直径Y
562,2,"瑕疵",0,"未分类(类别01-19以外)","0000000562_00_000461_001009.bmp",+461.147,+1009.892,23408,,,,,,,,,,,,,,,
563,2,"瑕疵",0,"未分类(类别01-19以外)","0000000563_00_000460_001009.bmp",+460.208,+1009.912,23376,,,,,,,,,,,,,,,
564,2,"瑕疵",0,"未分类(类别01-19以外)","0000000564_00_000464_001009.bmp",+464.418,+1009.902,23392,,,,,,,,,,,,,,,
565,2,"瑕疵",0,"未分类(类别01-19以外)","0000000565_00_000462_001009.bmp",+462.234,+1009.942,23328,,,,,,,,,,,,,,,
566,2,"瑕疵",0,"未分类(类别01-19以外)","0000000566_00_000460_001009.bmp",+460.960,+1009.952,23312,,,,,,,,,,,,,,,
567,2,"瑕疵",0,"未分类(类别01-19以外)","0000000567_00_000460_001009.bmp",+460.841,+1009.863,23456,,,,,,,,,,,,,,,
568,2,"瑕疵",0,"未分类(类别01-19以外)","0000000568_00_000460_001009.bmp",+460.346,+1009.962,23296,,,,,,,,,,,,,,,
569,2,"瑕疵",0,"未分类(类别01-19以外)","0000000569_00_000463_001010.bmp",+463.251,+1010.132,23024,,,,,,,,,,,,,,,
570,2,"瑕疵",0,"未分类(类别01-19以外)","0000000570_00_000462_001010.bmp",+462.932,+1010.183,22944,,,,,,,,,,,,,,,
571,2,"瑕疵",0,"未分类(类别01-19以外)","0000000571_00_000458_000796.bmp",+458.500,+796.300,80,,,,,,,,,,,,,,,
572,2,"瑕疵",0,"未分类(类别01-19以外)","0000000572_00_000460_001009.bmp",+460.940,+1009.981,23264,,,,,,,,,,,,,,,
573,2,"瑕疵",0,"未分类(类别01-19以外)","0000000573_00_000458_001010.bmp",+458.975,+1010.132,23024,,,,,,,,,,,,,,,
574,2,"瑕疵",0,"未分类(类别01-19以外)","0000000574_00_000461_001009.bmp",+461.056,+1009.922,23360,,,,,,,,,,,,,,,
575,2,"瑕疵",0,"未分类(类别01-19以外)","0000000575_00_000458_001009.bmp",+458.681,+1009.971,23280,,,,,,,,,,,,,,,
576,2,"瑕疵",0,"未分类(类别01-19以外)","0000000576_00_000461_001009.bmp",+461.711,+1009.971,23280,,,,,,,,,,,,,,,
577,2,"瑕疵",0,"未分类(类别01-19以外)","0000000577_00_000458_001009.bmp",+458.549,+1009.843,23488,,,,,,,,,,,,,,,
578,2,"瑕疵",0,"未分类(类别01-19以外)","0000000578_00_000464_001009.bmp",+464.589,+1009.932,23344,,,,,,,,,,,,,,,
579,2,"瑕疵",0,"未分类(类别01-19以外)","0000000579_00_000459_001009.bmp",+459.753,+1009.804,23552,,,,,,,,,,,,,,,
580,2,"瑕疵",0,"未分类(类别01-19以外)","0000000580_00_000461_001010.bmp",+462.000,+1010.051,23152,,,,,,,,,,,,,,,
581,2,"瑕疵",0,"未分类(类别01-19以外)","0000000581_00_000459_001009.bmp",+459.256,+1009.912,23376,,,,,,,,,,,,,,,
582,2,"瑕疵",0,"未分类(类别01-19以外)","0000000582_00_000456_001009.bmp",+456.741,+1009.991,23248,,,,,,,,,,,,,,,
583,2,"瑕疵",0,"未分类(类别01-19以外)","0000000583_00_000462_001009.bmp",+462.400,+1009.689,23744,,,,,,,,,,,,,,,
584,2,"瑕疵",0,"未分类(类别01-19以外)","0000000584_00_000457_001010.bmp",+457.521,+1010.021,23200,,,,,,,,,,,,,,,
585,2,"瑕疵",0,"未分类(类别01-19以外)","0000000585_00_000461_001009.bmp",+461.234,+1009.775,23600,,,,,,,,,,,,,,,
586,2,"瑕疵",0,"未分类(类别01-19以外)","0000000586_00_000458_001009.bmp",+458.082,+1009.785,23584,,,,,,,,,,,,,,,
587,2,"瑕疵",0,"未分类(类别01-19以外)","0000000587_00_000458_001009.bmp",+458.953,+1009.863,23456,,,,,,,,,,,,,,,
588,2,"瑕疵",0,"未分类(类别01-19以外)","0000000588_00_000461_001010.bmp",+461.022,+1010.011,23216,,,,,,,,,,,,,,,
589,2,"瑕疵",0,"未分类(类别01-19以外)","0000000589_00_000459_001009.bmp",+459.282,+1009.795,23568,,,,,,,,,,,,,,,
590,2,"瑕疵",0,"未分类(类别01-19以外)","0000000590_00_000464_001010.bmp",+464.108,+1010.122,23040,,,,,,,,,,,,,,,
591,2,"瑕疵",0,"未分类(类别01-19以外)","0000000591_00_000462_001009.bmp",+462.596,+1009.902,23392,,,,,,,,,,,,,,,
592,2,"瑕疵",0,"未分类(类别01-19以外)","0000000592_00_000462_001009.bmp",+462.794,+1009.942,23328,,,,,,,,,,,,,,,
593,2,"瑕疵",0,"未分类(类别01-19以外)","0000000593_00_000462_001009.bmp",+462.202,+1009.746,23648,,,,,,,,,,,,,,,
594,2,"瑕疵",0,"未分类(类别01-19以外)","0000000594_00_000457_001009.bmp",+457.756,+1009.795,23568,,,,,,,,,,,,,,,
595,2,"瑕疵",0,"未分类(类别01-19以外)","0000000595_00_000460_001010.bmp",+460.873,+1010.062,23136,,,,,,,,,,,,,,,
596,2,"瑕疵",0,"未分类(类别01-19以外)","0000000596_00_000459_001010.bmp",+459.580,+1010.041,23168,,,,,,,,,,,,,,,
597,2,"瑕疵",0,"未分类(类别01-19以外)","0000000597_00_000461_001009.bmp",+461.099,+1009.991,23248,,,,,,,,,,,,,,,
598,2,"瑕疵",0,"未分类(类别01-19以外)","0000000598_00_000460_001010.bmp",+460.373,+1010.041,23168,,,,,,,,,,,,,,,
599,2,"瑕疵",0,"未分类(类别01-19以外)","0000000599_00_000463_001009.bmp",+463.483,+1009.873,23440,,,,,,,,,,,,,,,
600,2,"瑕疵",0,"未分类(类别01-19以外)","0000000600_00_000460_001010.bmp",+460.961,+1010.122,23040,,,,,,,,,,,,,,,
601,2,"瑕疵",0,"未分类(类别01-19以外)","0000000601_00_000460_001009.bmp",+460.761,+1009.824,23520,,,,,,,,,,,,,,,
602,2,"瑕疵",0,"未分类(类别01-19以外)","0000000602_00_000461_001009.bmp",+461.162,+1009.932,23344,,,,,,,,,,,,,,,
603,2,"瑕疵",0,"未分类(类别01-19以外)","0000000603_00_000458_001009.bmp",+458.320,+1009.824,23520,,,,,,,,,,,,,,,
604,2,"瑕疵",0,"未分类(类别01-19以外)","0000000604_00_000459_001009.bmp",+459.699,+1009.912,23376,,,,,,,,,,,,,,,
605,2,"瑕疵",0,"未分类(类别01-19以外)","0000000605_00_000458_001009.bmp",+458.004,+1009.991,23248,,,,,,,,,,,,,,,
606,2,"瑕疵",0,"未分类(类别01-19以外)","0000000606_00_000459_001009.bmp",+459.639,+1009.873,23440,,,,,,,,,,,,,,,
607,2,"瑕疵",0,"未分类(类别01-19以外)","0000000607_00_000460_001009.bmp",+460.482,+1009.892,23408,,,,,,,,,,,,,,,
608,2,"瑕疵",0,"未分类(类别01-19以外)","0000000608_00_000459_001009.bmp",+459.229,+1009.981,23264,,,,,,,,,,,,,,,
609,2,"瑕疵",0,"未分类(类别01-19以外)","0000000609_00_000460_001009.bmp",+460.063,+1009.863,23456,,,,,,,,,,,,,,,
610,2,"瑕疵",0,"未分类(类别01-19以外)","0000000610_00_000461_001009.bmp",+461.860,+1009.962,23296,,,,,,,,,,,,,,,
611,2,"瑕疵",0,"未分类(类别01-19以外)","0000000611_00_000459_001009.bmp",+459.653,+1009.775,23600,,,,,,,,,,,,,,,
612,2,"瑕疵",0,"未分类(类别01-19以外)","0000000612_00_000459_001009.bmp",+459.104,+1009.756,23632,,,,,,,,,,,,,,,
613,2,"瑕疵",0,"未分类(类别01-19以外)","0000000613_00_000459_001009.bmp",+459.251,+1009.824,23520,,,,,,,,,,,,,,,
614,2,"瑕疵",0,"未分类(类别01-19以外)","0000000614_00_000460_001009.bmp",+460.841,+1009.746,23648,,,,,,,,,,,,,,,
615,2,"瑕疵",0,"未分类(类别01-19以外)","0000000615_00_000458_001010.bmp",+458.795,+1010.031,23184,,,,,,,,,,,,,,,
616,2,"瑕疵",0,"未分类(类别01-19以外)","0000000616_00_000459_001010.bmp",+459.830,+1010.021,23200,,,,,,,,,,,,,,,
617,2,"瑕疵",0,"未分类(类别01-19以外)","0000000617_00_000456_001010.bmp",+456.605,+1010.021,23200,,,,,,,,,,,,,,,
618,2,"瑕疵",0,"未分类(类别01-19以外)","0000000618_00_000458_001010.bmp",+458.190,+1010.062,23136,,,,,,,,,,,,,,,
619,2,"瑕疵",0,"未分类(类别01-19以外)","0000000619_00_000459_001010.bmp",+459.594,+1010.011,23216,,,,,,,,,,,,,,,
620,2,"瑕疵",0,"未分类(类别01-19以外)","0000000620_00_000457_001009.bmp",+457.576,+1009.932,23344,,,,,,,,,,,,,,,
621,2,"瑕疵",0,"未分类(类别01-19以外)","0000000621_00_000459_001009.bmp",+459.232,+1009.727,23680,,,,,,,,,,,,,,,
622,2,"瑕疵",0,"未分类(类别01-19以外)","0000000622_00_000460_001009.bmp",+460.152,+1009.775,23600,,,,,,,,,,,,,,,
623,2,"瑕疵",0,"未分类(类别01-19以外)","0000000623_00_000463_001010.bmp",+463.594,+1010.349,22688,,,,,,,,,,,,,,,
624,2,"瑕疵",0,"未分类(类别01-19以外)","0000000624_00_000461_001010.bmp",+461.904,+1010.102,23072,,,,,,,,,,,,,,,
625,2,"瑕疵",0,"未分类(类别01-19以外)","0000000625_00_000462_001009.bmp",+462.937,+1009.971,23280,,,,,,,,,,,,,,,
626,2,"瑕疵",0,"未分类(类别01-19以外)","0000000626_00_000686_000827.bmp",+686.500,+827.500,16,,,,,,,,,,,,,,,
627,2,"瑕疵",0,"未分类(类别01-19以外)","0000000627_00_000459_001010.bmp",+459.021,+1010.021,23200,,,,,,,,,,,,,,,
628,2,"瑕疵",0,"未分类(类别01-19以外)","0000000628_00_000458_001009.bmp",+458.215,+1009.932,23344,,,,,,,,,,,,,,,
629,2,"瑕疵",0,"未分类(类别01-19以外)","0000000629_00_000460_001009.bmp",+460.699,+1009.843,23488,,,,,,,,,,,,,,,
630,2,"瑕疵",0,"未分类(类别01-19以外)","0000000630_00_000459_001010.bmp",+459.494,+1010.041,23168,,,,,,,,,,,,,,,
631,2,"瑕疵",0,"未分类(类别01-19以外)","0000000631_00_000461_001009.bmp",+461.196,+1009.981,23264,,,,,,,,,,,,,,,
632,2,"瑕疵",0,"未分类(类别01-19以外)","0000000632_00_000462_001009.bmp",+462.762,+1009.991,23248,,,,,,,,,,,,,,,
633,2,"瑕疵",0,"未分类(类别01-19以外)","0000000633_00_000462_001009.bmp",+462.029,+1009.824,23520,,,,,,,,,,,,,,,
634,2,"瑕疵",0,"未分类(类别01-19以外)","0000000634_00_000457_001009.bmp",+457.436,+1009.902,23392,,,,,,,,,,,,,,,
635,2,"瑕疵",0,"未分类(类别01-19以外)","0000000635_00_000457_001009.bmp",+457.339,+1009.843,23488,,,,,,,,,,,,,,,
636,2,"瑕疵",0,"未分类(类别01-19以外)","0000000636_00_000460_001009.bmp",+460.551,+1009.971,23280,,,,,,,,,,,,,,,
637,2,"瑕疵",0,"未分类(类别01-19以外)","0000000637_00_000461_001010.bmp",+461.097,+1010.011,23216,,,,,,,,,,,,,,,
638,2,"瑕疵",0,"未分类(类别01-19以外)","0000000638_00_000459_001010.bmp",+459.027,+1010.112,23056,,,,,,,,,,,,,,,
639,2,"瑕疵",0,"未分类(类别01-19以外)","0000000639_00_000459_001010.bmp",+459.491,+1010.031,23184,,,,,,,,,,,,,,,
640,2,"瑕疵",0,"未分类(类别01-19以外)","0000000640_00_000458_001009.bmp",+458.005,+1009.902,23392,,,,,,,,,,,,,,,
641,2,"瑕疵",0,"未分类(类别01-19以外)","0000000641_00_000457_001009.bmp",+457.033,+1009.824,23520,,,,,,,,,,,,,,,
642,2,"瑕疵",0,"未分类(类别01-19以外)","0000000642_00_000461_001009.bmp",+461.987,+1009.952,23312,,,,,,,,,,,,,,,
643,2,"瑕疵",0,"未分类(类别01-19以外)","0000000643_00_000461_001010.bmp",+461.983,+1010.062,23136,,,,,,,,,,,,,,,
644,2,"瑕疵",0,"未分类(类别01-19以外)","0000000644_00_000460_001009.bmp",+460.271,+1009.775,23600,,,,,,,,,,,,,,,
645,2,"瑕疵",0,"未分类(类别01-19以外)","0000000645_00_000459_001009.bmp",+459.247,+1009.756,23632,,,,,,,,,,,,,,,
646,2,"瑕疵",0,"未分类(类别01-19以外)","0000000646_00_000461_001010.bmp",+461.127,+1010.224,22880,,,,,,,,,,,,,,,
647,2,"瑕疵",0,"未分类(类别01-19以外)","0000000647_00_000458_001009.bmp",+458.327,+1009.991,23248,,,,,,,,,,,,,,,
648,2,"瑕疵",0,"未分类(类别01-19以外)","0000000648_00_000459_001010.bmp",+459.436,+1010.031,23184,,,,,,,,,,,,,,,
649,2,"瑕疵",0,"未分类(类别01-19以外)","0000000649_00_000460_001010.bmp",+460.953,+1010.041,23168,,,,,,,,,,,,,,,
650,2,"瑕疵",0,"未分类(类别01-19以外)","0000000650_00_000460_001009.bmp",+460.670,+1009.962,23296,,,,,,,,,,,,,,,
651,2,"瑕疵",0,"未分类(类别01-19以外)","0000000651_00_000462_001010.bmp",+462.372,+1010.122,23040,,,,,,,,,,,,,,,
652,2,"瑕疵",0,"未分类(类别01-19以外)","0000000652_00_000461_001009.bmp",+461.027,+1009.834,23504,,,,,,,,,,,,,,,
653,2,"瑕疵",0,"未分类(类别01-19以外)","0000000653_00_000460_001009.bmp",+460.795,+1009.902,23392,,,,,,,,,,,,,,,
654,2,"瑕疵",0,"未分类(类别01-19以外)","0000000654_00_000458_001010.bmp",+458.208,+1010.001,23232,,,,,,,,,,,,,,,
655,2,"瑕疵",0,"未分类(类别01-19以外)","0000000655_00_000461_001010.bmp",+461.051,+1010.031,23184,,,,,,,,,,,,,,,
656,2,"瑕疵",0,"未分类(类别01-19以外)","0000000656_00_000461_001009.bmp",+461.554,+1009.981,23264,,,,,,,,,,,,,,,
657,2,"瑕疵",0,"未分类(类别01-19以外)","0000000657_00_000463_001009.bmp",+463.208,+1009.942,23328,,,,,,,,,,,,,,,
658,2,"瑕疵",0,"未分类(类别01-19以外)","0000000658_00_000459_001009.bmp",+459.749,+1009.883,23424,,,,,,,,,,,,,,,
659,2,"瑕疵",0,"未分类(类别01-19以外)","0000000659_00_000460_001010.bmp",+460.284,+1010.062,23136,,,,,,,,,,,,,,,
660,2,"瑕疵",0,"未分类(类别01-19以外)","0000000660_00_000463_001010.bmp",+463.750,+1010.021,23200,,,,,,,,,,,,,,,
661,2,"瑕疵",0,"未分类(类别01-19以外)","0000000661_00_000460_001010.bmp",+460.452,+1010.051,23152,,,,,,,,,,,,,,,
662,2,"瑕疵",0,"未分类(类别01-19以外)","0000000662_00_000463_001010.bmp",+463.112,+1010.001,23232,,,,,,,,,,,,,,,
663,2,"瑕疵",0,"未分类(类别01-19以外)","0000000663_00_000460_001009.bmp",+460.078,+1009.795,23568,,,,,,,,,,,,,,,
664,2,"瑕疵",0,"未分类(类别01-19以外)","0000000664_00_000461_001009.bmp",+461.863,+1009.824,23520,,,,,,,,,,,,,,,
665,2,"瑕疵",0,"未分类(类别01-19以外)","0000000665_00_000459_001010.bmp",+459.280,+1010.163,22976,,,,,,,,,,,,,,,
666,2,"瑕疵",0,"未分类(类别01-19以外)","0000000666_00_000457_001010.bmp",+457.221,+1010.173,22960,,,,,,,,,,,,,,,
667,2,"瑕疵",0,"未分类(类别01-19以外)","0000000667_00_000456_001009.bmp",+456.777,+1009.962,23296,,,,,,,,,,,,,,,
668,2,"瑕疵",0,"未分类(类别01-19以外)","0000000668_00_000460_001009.bmp",+460.932,+1009.853,23472,,,,,,,,,,,,,,,
669,2,"瑕疵",0,"未分类(类别01-19以外)","0000000669_00_000460_001009.bmp",+460.670,+1009.942,23328,,,,,,,,,,,,,,,
670,2,"瑕疵",0,"未分类(类别01-19以外)","0000000670_00_000460_001009.bmp",+460.703,+1009.942,23328,,,,,,,,,,,,,,,
671,2,"瑕疵",0,"未分类(类别01-19以外)","0000000671_00_000459_001010.bmp",+459.320,+1010.132,23024,,,,,,,,,,,,,,,
672,2,"瑕疵",0,"未分类(类别01-19以外)","0000000672_00_000458_001009.bmp",+458.456,+1009.824,23520,,,,,,,,,,,,,,,
673,2,"瑕疵",0,"未分类(类别01-19以外)","0000000673_00_000460_001009.bmp",+460.549,+1009.942,23328,,,,,,,,,,,,,,,
674,2,"瑕疵",0,"未分类(类别01-19以外)","0000000674_00_000459_001009.bmp",+459.888,+1009.766,23616,,,,,,,,,,,,,,,
675,2,"瑕疵",0,"未分类(类别01-19以外)","0000000675_00_000460_001009.bmp",+460.209,+1009.892,23408,,,,,,,,,,,,,,,
676,2,"瑕疵",0,"未分类(类别01-19以外)","0000000676_00_000460_001009.bmp",+460.146,+1009.843,23488,,,,,,,,,,,,,,,
677,2,"瑕疵",0,"未分类(类别01-19以外)","0000000677_00_000459_001010.bmp",+459.896,+1010.143,23008,,,,,,,,,,,,,,,
678,2,"瑕疵",0,"未分类(类别01-19以外)","0000000678_00_000457_001010.bmp",+457.554,+1010.183,22944,,,,,,,,,,,,,,,
679,2,"瑕疵",0,"未分类(类别01-19以外)","0000000679_00_000456_001009.bmp",+456.671,+1009.981,23264,,,,,,,,,,,,,,,
680,2,"瑕疵",0,"未分类(类别01-19以外)","0000000680_00_000456_001010.bmp",+456.172,+1010.021,23200,,,,,,,,,,,,,,,
681,2,"瑕疵",0,"未分类(类别01-19以外)","0000000681_00_000461_001009.bmp",+461.932,+1009.863,23456,,,,,,,,,,,,,,,
682,2,"瑕疵",0,"未分类(类别01-19以外)","0000000682_00_000458_001009.bmp",+458.004,+1009.843,23488,,,,,,,,,,,,,,,
683,2,"瑕疵",0,"未分类(类别01-19以外)","0000000683_00_000457_001009.bmp",+457.904,+1009.834,23504,,,,,,,,,,,,,,,
684,2,"瑕疵",0,"未分类(类别01-19以外)","0000000684_00_000460_001009.bmp",+460.812,+1009.804,23552,,,,,,,,,,,,,,,
685,2,"瑕疵",0,"未分类(类别01-19以外)","0000000685_00_000459_001009.bmp",+459.251,+1009.766,23616,,,,,,,,,,,,,,,
686,2,"瑕疵",0,"未分类(类别01-19以外)","0000000686_00_000460_001009.bmp",+460.816,+1009.824,23520,,,,,,,,,,,,,,,
687,2,"瑕疵",0,"未分类(类别01-19以外)","0000000687_00_000457_001009.bmp",+457.943,+1009.737,23664,,,,,,,,,,,,,,,
688,2,"瑕疵",0,"未分类(类别01-19以外)","0000000688_00_000462_001010.bmp",+462.607,+1010.001,23232,,,,,,,,,,,,,,,
689,2,"瑕疵",0,"未分类(类别01-19以外)","0000000689_00_000457_001009.bmp",+457.511,+1009.962,23296,,,,,,,,,,,,,,,
690,2,"瑕疵",0,"未分类(类别01-19以外)","0000000690_00_000461_001010.bmp",+461.683,+1010.183,22944,,,,,,,,,,,,,,,
691,2,"瑕疵",0,"未分类(类别01-19以外)","0000000691_00_000461_001009.bmp",+461.793,+1009.971,23280,,,,,,,,,,,,,,,
692,2,"瑕疵",0,"未分类(类别01-19以外)","0000000692_00_000459_001009.bmp",+459.733,+1009.991,23248,,,,,,,,,,,,,,,
693,2,"瑕疵",0,"未分类(类别01-19以外)","0000000693_00_000463_001009.bmp",+463.605,+1009.756,23632,,,,,,,,,,,,,,,
694,2,"瑕疵",0,"未分类(类别01-19以外)","0000000694_00_000462_001009.bmp",+462.497,+1009.883,23424,,,,,,,,,,,,,,,
695,2,"瑕疵",0,"未分类(类别01-19以外)","0000000695_00_000460_001009.bmp",+460.593,+1009.717,23696,,,,,,,,,,,,,,,
696,2,"瑕疵",0,"未分类(类别01-19以外)","0000000696_00_000459_001010.bmp",+459.352,+1010.112,23056,,,,,,,,,,,,,,,
697,2,"瑕疵",0,"未分类(类别01-19以外)","0000000697_00_000461_001009.bmp",+461.920,+1009.641,23824,,,,,,,,,,,,,,,
698,2,"瑕疵",0,"未分类(类别01-19以外)","0000000698_00_000461_001009.bmp",+461.134,+1009.824,23520,,,,,,,,,,,,,,,
699,2,"瑕疵",0,"未分类(类别01-19以外)","0000000699_00_000455_001010.bmp",+455.796,+1010.204,22912,,,,,,,,,,,,,,,
700,2,"瑕疵",0,"未分类(类别01-19以外)","0000000700_00_000461_001010.bmp",+461.152,+1010.011,23216,,,,,,,,,,,,,,,
701,2,"瑕疵",0,"未分类(类别01-19以外)","0000000701_00_000459_001009.bmp",+459.066,+1009.892,23408,,,,,,,,,,,,,,,
702,2,"瑕疵",0,"未分类(类别01-19以外)","0000000702_00_000461_001009.bmp",+461.116,+1009.843,23488,,,,,,,,,,,,,,,
703,2,"瑕疵",0,"未分类(类别01-19以外)","0000000703_00_000463_001009.bmp",+463.004,+1009.853,23472,,,,,,,,,,,,,,,
704,2,"瑕疵",0,"未分类(类别01-19以外)","0000000704_00_000460_001010.bmp",+460.963,+1010.214,22896,,,,,,,,,,,,,,,
705,2,"瑕疵",0,"未分类(类别01-19以外)","0000000705_00_000459_001009.bmp",+459.531,+1009.902,23392,,,,,,,,,,,,,,,
706,2,"瑕疵",0,"未分类(类别01-19以外)","0000000706_00_000460_001009.bmp",+460.158,+1009.737,23664,,,,,,,,,,,,,,,
707,2,"瑕疵",0,"未分类(类别01-19以外)","0000000707_00_000455_001009.bmp",+455.338,+1009.962,23296,,,,,,,,,,,,,,,
708,2,"瑕疵",0,"未分类(类别01-19以外)","0000000708_00_000460_001009.bmp",+460.186,+1009.766,23616,,,,,,,,,,,,,,,
709,2,"瑕疵",0,"未分类(类别01-19以外)","0000000709_00_000460_001010.bmp",+460.521,+1010.072,23120,,,,,,,,,,,,,,,
710,2,"瑕疵",0,"未分类(类别01-19以外)","0000000710_00_000459_001009.bmp",+459.081,+1009.853,23472,,,,,,,,,,,,,,,
711,2,"瑕疵",0,"未分类(类别01-19以外)","0000000711_00_000461_001009.bmp",+461.714,+1009.873,23440,,,,,,,,,,,,,,,
712,2,"瑕疵",0,"未分类(类别01-19以外)","0000000712_00_000461_001009.bmp",+461.913,+1009.883,23424,,,,,,,,,,,,,,,
713,2,"瑕疵",0,"未分类(类别01-19以外)","0000000713_00_000462_001010.bmp",+462.160,+1010.153,22992,,,,,,,,,,,,,,,
714,2,"瑕疵",0,"未分类(类别01-19以外)","0000000714_00_000458_001009.bmp",+458.481,+1009.962,23296,,,,,,,,,,,,,,,
715,2,"瑕疵",0,"未分类(类别01-19以外)","0000000715_00_000456_001009.bmp",+456.609,+1009.991,23248,,,,,,,,,,,,,,,
716,2,"瑕疵",0,"未分类(类别01-19以外)","0000000716_00_000457_001009.bmp",+457.574,+1009.922,23360,,,,,,,,,,,,,,,
717,2,"瑕疵",0,"未分类(类别01-19以外)","0000000717_00_000463_001010.bmp",+463.073,+1010.153,22992,,,,,,,,,,,,,,,
718,2,"瑕疵",0,"未分类(类别01-19以外)","0000000718_00_000456_001009.bmp",+456.412,+1009.981,23264,,,,,,,,,,,,,,,
719,2,"瑕疵",0,"未分类(类别01-19以外)","0000000719_00_000463_001010.bmp",+463.814,+1010.001,23232,,,,,,,,,,,,,,,
720,2,"瑕疵",0,"未分类(类别01-19以外)","0000000720_00_000458_001009.bmp",+458.544,+1009.981,23264,,,,,,,,,,,,,,,
721,2,"瑕疵",0,"未分类(类别01-19以外)","0000000721_00_000460_001009.bmp",+460.357,+1009.942,23328,,,,,,,,,,,,,,,
722,2,"瑕疵",0,"未分类(类别01-19以外)","0000000722_00_000460_001009.bmp",+460.232,+1009.834,23504,,,,,,,,,,,,,,,
723,2,"瑕疵",0,"未分类(类别01-19以外)","0000000723_00_000456_001010.bmp",+456.257,+1010.318,22736,,,,,,,,,,,,,,,
724,2,"瑕疵",0,"未分类(类别01-19以外)","0000000724_00_000458_001009.bmp",+458.204,+1009.912,23376,,,,,,,,,,,,,,,
725,2,"瑕疵",0,"未分类(类别01-19以外)","0000000725_00_000459_001009.bmp",+459.257,+1009.942,23328,,,,,,,,,,,,,,,
726,2,"瑕疵",0,"未分类(类别01-19以外)","0000000726_00_000457_001009.bmp",+457.944,+1009.991,23248,,,,,,,,,,,,,,,
727,2,"瑕疵",0,"未分类(类别01-19以外)","0000000727_00_000459_001010.bmp",+459.495,+1010.051,23152,,,,,,,,,,,,,,,
728,2,"瑕疵",0,"未分类(类别01-19以外)","0000000728_00_000459_001009.bmp",+459.210,+1009.991,23248,,,,,,,,,,,,,,,
729,2,"瑕疵",0,"未分类(类别01-19以外)","0000000729_00_000460_001010.bmp",+460.460,+1010.031,23184,,,,,,,,,,,,,,,
730,2,"瑕疵",0,"未分类(类别01-19以外)","0000000730_00_000459_001009.bmp",+459.355,+1009.971,23280,,,,,,,,,,,,,,,
731,2,"瑕疵",0,"未分类(类别01-19以外)","0000000731_00_000456_001010.bmp",+456.730,+1010.287,22784,,,,,,,,,,,,,,,
732,2,"瑕疵",0,"未分类(类别01-19以外)","0000000732_00_000460_001009.bmp",+460.707,+1009.843,23488,,,,,,,,,,,,,,,
733,2,"瑕疵",0,"未分类(类别01-19以外)","0000000733_00_000460_001010.bmp",+460.974,+1010.102,23072,,,,,,,,,,,,,,,
734,2,"瑕疵",0,"未分类(类别01-19以外)","0000000734_00_000460_001009.bmp",+460.119,+1009.991,23248,,,,,,,,,,,,,,,
735,2,"瑕疵",0,"未分类(类别01-19以外)","0000000735_00_000463_001009.bmp",+463.677,+1009.843,23488,,,,,,,,,,,,,,,
736,2,"瑕疵",0,"未分类(类别01-19以外)","0000000736_00_000460_001010.bmp",+460.062,+1010.339,22704,,,,,,,,,,,,,,,
737,2,"瑕疵",0,"未分类(类别01-19以外)","0000000737_00_000461_001009.bmp",+461.615,+1009.922,23360,,,,,,,,,,,,,,,
738,2,"瑕疵",0,"未分类(类别01-19以外)","0000000738_00_000459_001009.bmp",+459.111,+1009.932,23344,,,,,,,,,,,,,,,
739,2,"瑕疵",0,"未分类(类别01-19以外)","0000000739_00_000462_001009.bmp",+462.226,+1009.795,23568,,,,,,,,,,,,,,,
740,2,"瑕疵",0,"未分类(类别01-19以外)","0000000740_00_000462_001009.bmp",+462.473,+1009.834,23504,,,,,,,,,,,,,,,
741,2,"瑕疵",0,"未分类(类别01-19以外)","0000000741_00_000459_001009.bmp",+459.364,+1009.892,23408,,,,,,,,,,,,,,,
742,2,"瑕疵",0,"未分类(类别01-19以外)","0000000742_00_000460_001010.bmp",+460.956,+1010.041,23168,,,,,,,,,,,,,,,
743,2,"瑕疵",0,"未分类(类别01-19以外)","0000000743_00_000460_001010.bmp",+460.792,+1010.051,23152,,,,,,,,,,,,,,,
744,2,"瑕疵",0,"未分类(类别01-19以外)","0000000744_00_000460_001010.bmp",+460.183,+1010.266,22816,,,,,,,,,,,,,,,
745,2,"瑕疵",0,"未分类(类别01-19以外)","0000000745_00_000460_001009.bmp",+460.166,+1009.922,23360,,,,,,,,,,,,,,,
746,2,"瑕疵",0,"未分类(类别01-19以外)","0000000746_00_000462_001009.bmp",+462.370,+1009.746,23648,,,,,,,,,,,,,,,
747,2,"瑕疵",0,"未分类(类别01-19以外)","0000000747_00_000458_001009.bmp",+458.309,+1009.892,23408,,,,,,,,,,,,,,,
748,2,"瑕疵",0,"未分类(类别01-19以外)","0000000748_00_000458_001010.bmp",+458.712,+1010.021,23200,,,,,,,,,,,,,,,
749,2,"瑕疵",0,"未分类(类别01-19以外)","0000000749_00_000458_001010.bmp",+458.160,+1010.072,23120,,,,,,,,,,,,,,,
750,2,"瑕疵",0,"未分类(类别01-19以外)","0000000750_00_000460_001009.bmp",+460.412,+1009.834,23504,,,,,,,,,,,,,,,
